manufactered_date,brand,series,model,name,categories,for_brand,for_lens_model,with_adapter,zooms_primes,focal_lengths,special_designs,filter_thread,brand_lens_hood,dimensions,format_compatibility,,,,,,,,,,,,,
3/18/15,Samyang,,SY12M,12mm f/2.8 ED AS NCS Fisheye,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,12mm,Fisheye,None,xx,"3.04 x 3.89"" (77.3 x 98.7mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
3/18/15,Samyang,,SY12M,12mm f/2.8 ED AS NCS Fisheye,SLR Lenses,Nikon,Nikon F,,Prime Lenses,12mm,Fisheye,None,xx,"3.04 x 2.76"" (77.3 x 70.2mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
3/18/15,Samyang,,SY12M,12mm f/2.8 ED AS NCS Fisheye,SLR Lenses,Pentax,Pentax K,,Prime Lenses,12mm,Fisheye,None,xx,,,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS12M,12mm T3.1 VDSLR Cine Fisheye,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,12mm,Fisheye,None,xx,,,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS12M,12mm T3.1 VDSLR Cine Fisheye,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,12mm,Fisheye,None,xx,"3.21 x 2.86"" (81.6 x 72.7 mm) ",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS12M,12mm T3.1 VDSLR Cine Fisheye,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,12mm,Fisheye,None,xx,"3.21 x 3.89"" (81.6 x 98.7 mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS12M,12mm T3.1 VDSLR Cine Fisheye,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,12mm,Fisheye,None,xx,,,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS12M,12mm T3.1 VDSLR Cine Fisheye,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,12mm,Fisheye,None,xx,,,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS12M,12mm T3.1 VDSLR Cine Fisheye,Digital Cine Lenses,Pentax,Pentax K,,Prime Lenses,12mm,Fisheye,None,xx,,,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,SLR Lenses,Canon,Canon EF,,Prime Lenses,135mm,,77mm,xx,"3.23 x 4.80"" (82 x 122mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,135mm,,77mm,xx,"3.23 x 5.83"" (82 x 148mm)",APS-C,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,135mm,,77mm,xx,"3.23 x 5.79"" (82 x 147mm)",Micro Four Thirds,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,SLR Lenses,Nikon,Nikon F,,Prime Lenses,135mm,,77mm,xx,"3.23 x 4.72"" (82 x 120mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,SLR Lenses,Pentax,Pentax K,,Prime Lenses,135mm,,77mm,xx,"3.23 x 4.76"" (82 x 121mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,135mm,,77mm,xx,"3.23 x 5.55"" (82 x 141mm)",APS-C,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,135mm,,77mm,xx,"3.23 x 4.80"" (82 x 122mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
12/30/14,Samyang,,SY135M,135mm f/2 ED UMC,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,135mm,,77mm,xx,"3.23 x 5.83"" (82 x 148mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
12/30/14,Samyang,,SYDS135M,135mm T2.2 AS UMC VDSLR II,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,135mm,,77mm,xx,"3.2 x 4.8"" (82 x 122 mm)",,,,,,,,,,,,,,
12/30/14,Samyang,,SYDS135M,135mm T2.2 AS UMC VDSLR II,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,135mm,,77mm,xx,"3.2 x 5.8"" (82 x 147 mm)",,,,,,,,,,,,,,
12/30/14,Samyang,,SYDS135M,135mm T2.2 AS UMC VDSLR II,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,135mm,,77mm,xx,"3.2 x 4.7"" ( 82 x 120 mm)",,,,,,,,,,,,,,
12/30/14,Samyang,,SYDS135M,135mm T2.2 AS UMC VDSLR II,Digital Cine Lenses,Sony,Sony Alpha,,Prime Lenses,135mm,,77mm,xx,"3.2 x 4.8"" (82 x 122 mm)",,,,,,,,,,,,,,
12/30/14,Samyang,,SYDS135M,135mm T2.2 AS UMC VDSLR II,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,135mm,,77mm,xx,"3.2 x 5.8"" (82 x 147 mm)",,,,,,,,,,,,,,
12/5/13,Samyang,,SY14M,14mm f/2.8 ED AS IF UMC,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,14mm,,None,xx,"3.43 x 4.82"" (87 x 122.4mm)",APS-C,,,,,,,,,,,,,
12/5/13,Samyang,,SY14M,14mm f/2.8 ED AS IF UMC,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,14mm,,None,xx,"3.43 x 4.76"" (87 x 120.9mm)",Micro Four Thirds,,,,,,,,,,,,,
12/5/13,Samyang,,SY14M,14mm f/2.8 ED AS IF UMC,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,14mm,,None,xx,"3.43 x 4.81"" (87 x 122.1mm)",35mm Film / Full-Frame Digital Sensor Sony NEX (APS-C),,,,,,,,,,,,,
5/3/12,Samyang,,SY14M,14mm f/2.8 IF ED UMC Ultra Wide-Angle ,SLR Lenses,Canon,Canon EF,,Prime Lenses,14mm,Wide-Angle,None,Included,"3.43 x 3.78"" (87 x 96.1mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
5/3/12,Samyang,,SY14MAE,14mm f/2.8 IF ED UMC Ultra Wide-Angle ,SLR Lenses,Nikon,Nikon F,,Prime Lenses,14mm,Wide-Angle,None,Included,"3.43 x 3.69"" (87 x 93.6mm)",Nikon DX Nikon FX/35mm Film,,,,,,,,,,,,,
5/3/12,Samyang,,SY14M,14mm f/2.8 IF ED UMC Ultra Wide-Angle ,SLR Lenses,"Panasonic, Olympus",Four Thirds,,Prime Lenses,14mm,Wide-Angle,None,Included,"3.43 x 3.99"" (87 x 101.4mm)",Four Thirds Micro Four Thirds 35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
5/3/12,Samyang,,SY14M,14mm f/2.8 IF ED UMC Ultra Wide-Angle ,SLR Lenses,Pentax,Pentax K,,Prime Lenses,14mm,Wide-Angle,None,Included,"3.43 x 3.72"" (87 x 94.6mm)",DSLR (APS-C Sensor) 35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
5/3/12,Samyang,,SY14M,14mm f/2.8 IF ED UMC Ultra Wide-Angle ,SLR Lenses,Sony,Sony A,,Prime Lenses,14mm,Wide-Angle,None,Included,"3.43 x 3.76"" (87 x 95.6mm)",,,,,,,,,,,,,,
9/4/12,Samyang,,SYCV14M,14mm T3.1 Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,14mm,,None,xx,"3.43 x 3.78"" (8.70 x 9.61cm)",,,,,,,,,,,,,,
9/4/12,Samyang,,SYCV14M,14mm T3.1 Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,14mm,,None,xx,"3.43 x 3.69"" (8.70 x 9.36cm)",,,,,,,,,,,,,,
9/4/12,Samyang,,SYCV14M,14mm T3.1 Cine,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,14mm,,None,xx,"3.43 x 3.76"" (8.70 x 9.56cm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV14M,14mm T3.1 Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,14mm,,None,xx,"3.43 x 4.81"" (8.70 x 12.21cm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS14M,14mm T3.1 VDSLRII Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,14mm,,None,xx,"3.4"" (87 )x 3.78"" (96.1mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS14M,14mm T3.1 VDSLRII Cine,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,14mm,,None,xx,"3.4"" (87 )x 4.76"" (120.9mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS14M,14mm T3.1 VDSLRII Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,14mm,,None,xx,"3.4"" (87 )x 3.69"" (93.6mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS14M,14mm T3.1 VDSLRII Cine,Digital Cine Lenses,Sony,Sony Alpha,,Prime Lenses,14mm,,None,xx,"3.4"" (87 )x 3.76"" (95.6mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS14M,14mm T3.1 VDSLRII Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,14mm,,None,xx,"3.4"" (87 )x 4.81"" (122.1mm)",,,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,SLR Lenses,Canon,Canon EF-S,,Prime Lenses,16mm,,77mm,xx,"3.39 x 3.52"" (86 x 89.4mm)",APS-C,,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,Mirrorless System Lenses,Canon,Canon EF-M,,Prime Lenses,16mm,,77mm,xx,"3.39 x 4.54"" (86 x 115.3mm)",,,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,16mm,,77mm,xx,"3.39 x 4.56"" (86 x 115.7mm)",APS-C,,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,16mm,,77mm,xx,"3.39 x 4.50"" (86 x 114.2mm)",Micro Four Thirds,,,,,,,,,,,,,
5/30/13,Samyang,,SY16MAF,16mm f/2 ED AS UMC CS,SLR Lenses,Nikon,Nikon F,,Prime Lenses,16mm,,77mm,xx,"3.39 x 3.42"" (86 x 86.9mm)",Nikon DX,,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,SLR Lenses,Pentax,Pentax K,,Prime Lenses,16mm,,77mm,xx,"3.39 x 3.46"" (86 x 87.9mm)",Pentax Digital (APS-C),,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,16mm,,77mm,xx,"3.26 x 3.50"" (83 x 88.9mm)",APS-C,,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,Mirrorless System Lenses,Sony,Sony (E Mount for NEX),,Prime Lenses,16mm,,77mm,xx,"3.39 x 4.54"" (86 x 115.4mm)",Sony NEX (APS-C),,,,,,,,,,,,,
5/30/13,Samyang,,SY16M,16mm f/2 ED AS UMC CS,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,16mm,,77mm,xx,"3.39 x 4.25"" (86 x 107.9mm)",APS-C,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV16M,16mm T2.2 Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,16mm,,77mm,xx,"3.3 x 3.5"" (83.0 x 89.4mm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV16M,16mm T2.2 Cine,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,16mm,,77mm,xx,"3.3 x 4.5"" (83.0 x 114.2mm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV16M,16mm T2.2 Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,16mm,,77mm,xx,3.3 x 3.4 (83.0 x 86.9mm),,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV16M,16mm T2.2 Cine,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,16mm,,77mm,xx,"3.3 x 3.5"" (83.0 x 88.9mm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV16M,16mm T2.2 Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,16mm,,77mm,xx,3.3 x 4.5 (83.0 x 115.4mm),,,,,,,,,,,,,,
5/30/12,Samyang,,SY24M,24mm f/1.4 ED AS IF UMC,SLR Lenses,Olympus,Four Thirds,,Prime Lenses,24mm,Wide-Angle,77mm,xx,"3.27 x 3.74"" (83 x 95mm)",Four Thirds 35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
5/30/12,Samyang,,SY24M,24mm f/1.4 ED AS IF UMC,SLR Lenses,Pentax,Pentax K,,Prime Lenses,24mm,Wide-Angle,77mm,xx,"3.27 x 3.74"" (83 x 95mm)",35mm Film / Full-Frame Digital Sensor Pentax Digital (APS-C),,,,,,,,,,,,,
5/30/12,Samyang,,SY24M,24mm f/1.4 ED AS IF UMC,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,24mm,Wide-Angle,77mm,xx,"3.27 x 3.74"" (83 x 95mm)",35mm Film / Full-Frame Digital Sensor DSLR (APS-C Sensor),,,,,,,,,,,,,
5/30/12,Samyang,,SY24MAF,24mm f/1.4 ED AS UMC Wide-Angle,SLR Lenses,Nikon,Nikon F,,Prime Lenses,24mm,Wide-Angle,77mm,xx,"3.27 x 3.74"" (83 x 95mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
5/30/12,Samyang,,SY24M,24mm f/1.4 ED AS UMC Wide-Angle,SLR Lenses,Canon,Canon EF,,Prime Lenses,24mm,Wide-Angle,77mm,xx,"3.27 x 3.74"" (83 x 95mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
5/30/12,Samyang,,SY24M,24mm f/1.4 ED AS UMC Wide-Angle,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,24mm,Wide-Angle,77mm,xx,"3.27 x 4.05"" (8.31 x 10.29cm)",DSLR (APS-C Sensor),,,,,,,,,,,,,
2/18/13,Samyang,,SYTS24,24mm f/3.5 ED AS UMC Tilt-Shift,SLR Lenses,Canon,Canon EF,,Prime Lenses,24mm,Tilt-Shift/PC,82mm,xx,"3.39 x 4.45"" (86 x 113mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
2/18/13,Samyang,,SYTS24,24mm f/3.5 ED AS UMC Tilt-Shift,SLR Lenses,Nikon,Nikon F,,Prime Lenses,24mm,Tilt-Shift/PC,82mm,xx,"3.39 x 4.35"" (86 x 110.5mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
2/18/13,Samyang,,SYTS24,24mm f/3.5 ED AS UMC Tilt-Shift,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,24mm,Tilt-Shift/PC,82mm,xx,"3.39 x 4.43"" (86 x 112.5mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
9/4/12,Samyang,,SYCV24M,24mm T1.5 Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,24mm,,77mm,xx,"3.27 x 3.84"" (8.30 x 9.75cm)",,,,,,,,,,,,,,
9/4/12,Samyang,,SYCV24M,24mm T1.5 Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,24mm,,77mm,xx,"3.27 x 3.74"" (8.30 x 9.50cm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV24M,24mm T1.5 Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,24mm,,77mm,xx,,,,,,,,,,,,,,,
9/4/12,Samyang,,SYCV24M,24mm T1.5 Cine,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,24mm,,77mm,xx,"3.27 x 3.82"" (8.30 x 9.70cm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS24M,24mm T1.5 VDSLRII Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,24mm,,77mm,xx,"3.27"" (83mm) 3.84"" (97.5mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS24M,24mm T1.5 VDSLRII Cine,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,24mm,,77mm,xx,"3.27"" (83mm) 4.82"" (122.3mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS24M,24mm T1.5 VDSLRII Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,24mm,,77mm,xx,"3.27"" (83mm) 3.66"" (95mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS24M,24mm T1.5 VDSLRII Cine,Digital Cine Lenses,Sony,Sony Alpha,,Prime Lenses,24mm,,77mm,xx,"3.27"" (83mm) 3.82"" (97mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS24M,24mm T1.5 VDSLRII Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,24mm,,77mm,xx,"3.27"" (83mm) 4.86"" (123.5mm)",,,,,,,,,,,,,,
4/24/14,Samyang,,SYAE35M,35mm f/1.4 AS UMC,SLR Lenses,Canon,Canon EF,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.39"" (83 x 111.5mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
5/3/12,Samyang,,SY35M,35mm f/1.4 AS UMC Wide-Angle,SLR Lenses,Canon,Canon EF,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.39"" (83 x 111.5mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
5/3/12,Samyang,,SY35M,35mm f/1.4 AS UMC Wide-Angle,SLR Lenses,Nikon,Nikon F,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.29"" (83 x 109mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
5/3/12,Samyang,,SY35M,35mm f/1.4 AS UMC Wide-Angle,SLR Lenses,Olympus,Four Thirds,,Prime Lenses,35mm,Wide-Angle,77mm,xx,"3.27 x 4.60"" (83 x 116.8mm)",Four Thirds,,,,,,,,,,,,,
5/3/12,Samyang,,SY35M,35mm f/1.4 AS UMC Wide-Angle,SLR Lenses,Pentax,Pentax K,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.33"" (83 x 110mm)",35mm Film / Full-Frame Digital Sensor Pentax Digital (APS-C),,,,,,,,,,,,,
5/3/12,Samyang,,SY35M,35mm f/1.4 AS UMC Wide-Angle,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.37"" (83 x 111mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
8/14/12,Samyang,,SYCV35,35mm T1.5 Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.39"" (8.30 x 11.15cm)",,,,,,,,,,,,,,
8/14/12,Samyang,,SYCV35,35mm T1.5 Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.29"" (8.30 x 10.90cm)",,,,,,,,,,,,,,
10/30/13,Samyang,,SYCV35,35mm T1.5 Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,35mm,,77mm,xx,"3.27 x 5.41"" (8.30 x 13.75cm)",,,,,,,,,,,,,,
8/14/12,Samyang,,SYCV35,35mm T1.5 Cine,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,35mm,,77mm,xx,"3.27 x 4.37"" (8.30 x 11.10cm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS35M,35mm T1.5 VDSLRII Cine,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,77mm,xx,"4.38"" (111.5mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS35M,35mm T1.5 VDSLRII Cine,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,35mm,,77mm,xx,"5.36"" (136.3mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS35M,35mm T1.5 VDSLRII Cine,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,35mm,,77mm,xx,"4.29"" (109mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS35M,35mm T1.5 VDSLRII Cine,Digital Cine Lenses,Sony,Sony Alpha,,Prime Lenses,35mm,,77mm,xx,"4.37"" (111mm)",,,,,,,,,,,,,,
3/18/15,Samyang,,SYDS35M,35mm T1.5 VDSLRII Cine,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,35mm,,77mm,xx,"5.36"" (137.5mm)",,,,,,,,,,,,,,
10/22/12,Samyang,,SY500MF6.3,500mm f/6.3 Mirror,SLR Lenses,Universal,T-Mount (T-thread),,Prime Lenses,500mm,Mirror,"Front: 95mm
Rear: 34mm",xx,,,,,,,,,,,,,,,
5/3/12,Samyang,,SY500MF6.3,500mm f/6.3 Mirror,SLR Lenses,Universal,T-Mount,,Prime Lenses,500mm,Mirror,"Front: 95mm
Rear: 34mm",xx,,,,,,,,,,,,,,,
6/18/12,Samyang,,SY500MF6.3,500mm f/6.3 Mirror,SLR Lenses,Nikon,T-Mount (T-thread),Nikon F,Prime Lenses,500mm,Mirror,"Front: 95mm
Rear: 34mm",xx,,,,,,,,,,,,,,,
6/18/12,Samyang,,SY500MF6.3,500mm f/6.3 Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon EF,Prime Lenses,500mm,Mirror,"Front: 95mm
Rear: 34mm",xx,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
6/18/12,Samyang,,SY500M,500mm f/8 MC Mirror,SLR Lenses,Canon,T-Mount (T-thread),Canon EF,Prime Lenses,500mm,Mirror,72mm,xx,"3.03 x 3.43"" (77 x 87 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
5/3/12,Samyang,,SY500M,500mm f/8 MC Mirror,SLR Lenses,Universal,T-Mount (T-thread),,Prime Lenses,500mm,Mirror,"Front; 72mm
Rear; 30.5mm",xx,"3.03 x 3.43"" (77 x 87mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
6/18/12,Samyang,,SY500M,500mm f/8 MC Mirror,SLR Lenses,Nikon,T-Mount (T-thread),Nikon F,Prime Lenses,500mm,Mirror,72mm,xx,"3.03 x 3.43"" (77 x 87 mm)",,,,,,,,,,,,,,
6/18/12,Samyang,,SY500P,500mm f/8 Preset,SLR Lenses,Canon,T-Mount (T-thread),Canon EF,Prime Lenses,500mm,,67mm,xx,,35mm Film / Full-Frame  ,,,,,,,,,,,,,
6/18/12,Samyang,,SY500P,500mm f/8 Preset,SLR Lenses,Nikon,T-Mount (T-thread),Nikon F,Prime Lenses,500mm,,67mm,xx,,,,,,,,,,,,,,,
5/3/12,Samyang,,SY500P,500mm f/8 Preset,SLR Lenses,Universal,T-Mount,,Prime Lenses,500mm,,67mm,xx,,,,,,,,,,,,,,,
3/18/15,Samyang,,SY50M,50mm f/1.4 AS IF UMC,SLR Lenses,Canon,Canon EF,,Prime Lenses,50mm,,77mm,xx,"3.21 x 2.94"" (81.6 x 74.7mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/18/15,Samyang,,SY50M,50mm f/1.4 AS IF UMC,SLR Lenses,Nikon,Nikon F,,Prime Lenses,50mm,,77mm,xx,"3.21 x 2.84"" (81.6 x 72.2mm)",Nikon FX/35mm Film Nikon DX,,,,,,,,,,,,,
3/18/15,Samyang,,SY50M,50mm f/1.4 AS IF UMC,SLR Lenses,Pentax,Pentax K,,Prime Lenses,50mm,,77mm,xx,"3.21 x 2.88"" (81.6 x 73.2mm)",35mm Film / Full-Frame Digital Sensor Pentax Digital (APS-C),,,,,,,,,,,,,
3/18/15,Samyang,,SY50M,50mm f/1.4 AS IF UMC,SLR Lenses,Sony,"Sony Alpha, Minolta AF",,Prime Lenses,50mm,,77mm,xx,"3.21 x 2.92"" (81.6 x 74.2mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
3/18/15,Samyang,,SY50M,50mm f/1.4 AS IF UMC,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,50mm,,77mm,xx,"3.21 x 3.96"" (81.6 x 100.7mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
8/20/14,Samyang,,SYDS50M,50mm T1.5 VDSLR AS UMC,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,77mm,xx,"3.2 x 2.9"" (81.6 x 74.7mm)",,,,,,,,,,,,,,
8/20/14,Samyang,,SYDS50M,50mm T1.5 VDSLR AS UMC,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,50mm,,77mm,xx,"3.2 x 3.9"" (81.6 x 99.5mm)",,,,,,,,,,,,,,
8/20/14,Samyang,,SYDS50M,50mm T1.5 VDSLR AS UMC,Digital Cine Lenses,Nikon,Nikon F,,Prime Lenses,50mm,,77mm,xx,"3.2 x 2.8"" (81.6 x 72.2mm)",,,,,,,,,,,,,,
8/20/14,Samyang,,SYDS50M,50mm T1.5 VDSLR AS UMC,Digital Cine Lenses,Sony,Sony A,,Prime Lenses,50mm,,77mm,xx,"3.2 x 2.9"" (81.6 x 74.2mm)",,,,,,,,,,,,,,
8/20/14,Samyang,,SYDS50M,50mm T1.5 VDSLR AS UMC,Digital Cine Lenses,Sony,Sony E,,Prime Lenses,50mm,,77mm,xx,"3.2 x 4.0"" (81.6 x 100.7mm)",,,,,,,,,,,,,,
10/22/12,Samyang,,SY650Z,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Universal,T-Mount (T-thread),,Zoom Lenses,650-1300mm,,95mm,Included,,,,,,,,,,,,,,,
5/3/12,Samyang,,SY650Z,650-1300mm f/8-16 Zoom Telephoto,SLR Lenses,Universal,T-Mount (T-thread),,Zoom Lenses,650-1300mm,,95mm,Included,"4.13 x 18.23"" (105 x 463mm)",,,,,,,,,,,,,,
5/3/12,Samyang,,SY75M,7.5mm f/3.5 UMC Fisheye,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,7.5mm,Fisheye,None,xx,"2.36 x 1.90"" (60 x 48.3mm)",Micro Four Thirds,,,,,,,,,,,,,
5/3/12,Samyang,,SY75M,7.5mm f/3.5 UMC Fisheye,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,7.5mm,Fisheye,None,xx,"2.36 x 1.90"" (60 x 48.3mm)",Micro Four Thirds,,,,,,,,,,,,,
4/24/14,Samyang,,SYCV75,7.5mm T3.8 Cine UMC Fisheye,Digital Cine Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,7.5mm,Fisheye,None,xx,"2.36 x 1.90"" (60.0 x 48.3mm)",,,,,,,,,,,,,,
