manufactered_date,brand,series,model,name,categories,for_brand,for_lens_model,with_adapter,zooms_primes,focal_lengths,special_designs,filter_thread,brand_lens_hood,dimensions,format_compatibility,,,,,,,,,,,,,
2/24/16,Lensbaby,Spark Duo,,Spark Duo,Special Effects Lenses,Nikon,Nikon F,,,None,,37mm,x,"3 x 3 x 3"" (7.62 x 7.62 x 7.62 cm)",,,,,,,,,,,,,,
2/21/11,Lensbaby,Sweet 35 Optic,LBO35,Sweet 35 Optic,Special Effects Lenses,None,None,,,None,,46mm,x,"2.5 x 2.5 x 3.5"" (6.35 x 6.35 x 8.89cm)",,,,,,,,,,,,,,
7/14/14,Lensbaby,Sweet 50 Optic,LBO50,Sweet 50 Optic,Special Effects Lenses,None,None,,,None,,46mm,x,"1.9 x 1.9"" (4.9 x 4.9cm)",,,,,,,,,,,,,,
3/21/11,Lensbaby,Tilt Transformer,,Tilt Transformer,Special Effects Lenses,Sony,NEX,,,None,,,x,,,,,,,,,,,,,,,
9/15/10,Lensbaby,Tilt Transformer,LBTT,Tilt Transformer,Special Effects Lenses,"Panasonic, Olympus",Micro Four Thirds,,,None,,,x,,,,,,,,,,,,,,,
9/15/10,Lensbaby,Tilt Transformer,LBTT,Tilt Transformer,Special Effects Lenses,Sony,Sony,,,None,,,x,,,,,,,,,,,,,,,
9/9/16,Lensbaby,Trio,,Trio 28mm f/3.5,Special Effects Lenses,Fujifilm,X-Mount,,Prime Lenses,28mm,,46mm,x,"2.75 x 2.75 x 2.00"" / 7 x 7 x 5 cm",,,,,,,,,,,,,,
9/9/16,Lensbaby,Trio,,Trio 28mm f/3.5,Special Effects Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,28mm,,46mm,x,"2.75 x 2.75 x 2.00"" / 7 x 7 x 5 cm",,,,,,,,,,,,,,
9/9/16,Lensbaby,Trio,,Trio 28mm f/3.5,Special Effects Lenses,Sony,Sony E,,Prime Lenses,28mm,,46mm,x,"2.75 x 2.75 x 2.00"" / 7 x 7 x 5 cm",,,,,,,,,,,,,,
3/30/16,Lensbaby,Twist 60 Optic,LBT60,Twist 60 Optic,Special Effects Lenses,None,None,,,None,,46mm,x,"1.9 x 1.9 x 2.2"" (4.8 x 4.8 x 5.6 cm)",,,,,,,,,,,,,,
3/30/16,Lensbaby,Twist 60 Optic,LBT60,Twist 60 Optic,Special Effects Lenses,Canon,Canon EF,,,None,,46mm,x,"2.5 x 2.5 x 2.2"" (6.3 x 6.3 x 5.7 cm)",,,,,,,,,,,,,,
3/30/16,Lensbaby,Twist 60 Optic,LBT60,Twist 60 Optic,Special Effects Lenses,Nikon,Nikon F,,,None,,46mm,x,"2.5 x 2.5 x 2.2"" (6.3 x 6.3 x 5.7 cm)",,,,,,,,,,,,,,
3/30/16,Lensbaby,Twist 60 Optic,LBT60,Twist 60 Optic,Special Effects Lenses,Sony,Sony E,,,None,,46mm,x,"2.5 x 2.5 x 2.2"" (6.3 x 6.3 x 5.7 cm)",,,,,,,,,,,,,,
6/15/11,Lensbaby,Composer Pro,LBUPK,Ultimate Portrait Kit,Special Effects Lenses,Canon,Canon EF,,,None,,,x,,,,,,,,,,,,,,,
6/15/11,Lensbaby,Composer Pro,LBUPK,Ultimate Portrait Kit,Special Effects Lenses,Nikon,Nikon,,,None,,,x,,,,,,,,,,,,,,,
5/20/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,56mm,,62mm,x,"2.83 x 3.70"" (72 x 94mm)",APS-C,,,,,,,,,,,,,
5/20/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,Mirrorless System Lenses,Samsung,Samsung NX,,Prime Lenses,56mm,,62mm,x,"2.83 x 3.70"" (72 x 94mm)",APS-C,,,,,,,,,,,,,
5/20/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,56mm,,62mm,x,"2.83 x 3.70"" (72 x 94mm)",Micro Four Thirds,,,,,,,,,,,,,
5/20/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,56mm,,62mm,x,"2.83 x 3.70"" (72 x 94mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
9/17/15,Lensbaby,Velvet 56,LBV56B,Velvet 56mm f/1.6,SLR Lenses,Canon,Canon EF,,Prime Lenses,56mm,,62mm,x,"2.83 x 3.36"" (7.2 x 8.53cm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
9/17/15,Lensbaby,Velvet 56,LBV56B,Velvet 56mm f/1.6,SLR Lenses,Nikon,Nikon F,,Prime Lenses,56mm,,62mm,x,"2.83 x 3.36"" (7.2 x 8.53cm)",,,,,,,,,,,,,,
3/12/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,SLR Lenses,Canon,Canon EF,,Prime Lenses,56mm,Defocus/Soft Focus,62mm,x,"3.4 x 2.8"" (86 x 72mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/12/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,SLR Lenses,Nikon,Nikon F,,Prime Lenses,56mm,Defocus/Soft Focus,62mm,x,"3.4 x 2.8"" (86 x 72mm)",,,,,,,,,,,,,,
3/12/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,SLR Lenses,Pentax,Pentax K,,Prime Lenses,56mm,Defocus/Soft Focus,62mm,x,"3.4 x 2.8"" (86 x 72mm)",,,,,,,,,,,,,,
3/12/15,Lensbaby,Velvet 56mm,LBV56B,Velvet 56mm f/1.6,SLR Lenses,Sony,Sony A,,Prime Lenses,56mm,Defocus/Soft Focus,62mm,x,"3.4 x 2.8"" (86 x 72mm)",,,,,,,,,,,,,,
3/12/15,Lensbaby,Velvet 56mm,LBV56SE,Velvet 56mm f/1.6 SE,SLR Lenses,Canon,Canon EF,,Prime Lenses,56mm,Defocus/Soft Focus,62mm,x,"3.4 x 2.8"" (86 x 72mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
3/12/15,Lensbaby,Velvet 56mm,LBV56SE,Velvet 56mm f/1.6 SE,SLR Lenses,Nikon,Nikon F,,Prime Lenses,56mm,Defocus/Soft Focus,62mm,x,"3.4 x 2.8"" (86 x 72mm)",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXEM100/2,0             ",XE Series 100mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,100mm,,95mm,x,"3.8 x 4.9"" (9.7 x 12.5cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXEM100/2,0             ",XE Series 100mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,100mm,,95mm,x,"3.82 x 4.9"" / 97 x 125 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE135/2,0",XE Series 135mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,135mm,,95mm,x,"3.8 x 5.5"" (9.7 x 14.0cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE135/2,0",XE Series 135mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,135mm,,95mm,x,"3.82 x 4.9"" / 97 x 125 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE15/2,8               ",XE Series 15mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,15mm,,114mm,x,"4.5 x 4.4"" (11.6 x 11.3cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE15/2,8               ",XE Series 15mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,15mm,,95mm,x,"4.6 x 4.4"" / 116 x 113 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE21/2,8               ",XE Series 21mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,21mm,,95mm,x,"3.8 x 4.4"" (9.7 x 11.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE21/2,8               ",XE Series 21mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,21mm,,95mm,x,"3.8 x 4.8"" / 97 x 122 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE25/2,0               ",XE Series 25mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,25mm,,95mm,x,"3.8 x 4.3"" (9.7 x 10.8cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE25/2,0               ",XE Series 25mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,25mm,,95mm,x,"3.8 x 4.25"" / 97 x 108 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE28/2,0               ",XE Series 28mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,28mm,,95mm,x,"3.8 x 4.4"" (9.7 x 11.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE28/2,0               ",XE Series 28mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,28mm,,95mm,x,"3.82 x 4.8"" / 97 x 122 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE35/1,4               ",XE Series 35mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,95mm,x,"3.8 x 5.2"" (9.7 x 13.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE35/1,4               ",XE Series 35mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,95mm,x,"3.82 x 5.2"" / 97 x 132 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE50/1,4               ",XE Series 50mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,95mm,x,"3.8 x 5.2"" (9.7 x 13.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE50/1,4               ",XE Series 50mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,95mm,x,"3.82 x 5.2"" / 97 x 132 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXE85/1,4               ",XE Series 85mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,95mm,x,"3.8 x 4.9"" (9.7 x 12.5cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXE85/1,4               ",XE Series 85mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,95mm,x,"3.82 x 4.9"" / 97 x 125 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXMM100/2,0             ",XM Series 100mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,100mm,,95mm,x,"3.8 x 4.9"" (9.7 x 12.5cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXMM100/2,0",XM Series 100mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,100mm,,95mm,x,"3.82 x 4.9"" / 97 x 125 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM135/2,0              ",XM Series 135mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,135mm,,95mm,x,"3.8 x 5.5"" (9.7 x 14.0cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM135/2,0              ",XM Series 135mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,135mm,,95mm,x,"3.82 x 4.8"" / 97 x 122 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM15/2,8",XM Series 15mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,15mm,,95mm,x,"4.5 x 4.4"" (11.6 x 11.3cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM15/2,8",XM Series 15mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,15mm,,95mm,x,"4.6 x 4.4"" / 116 x 113 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM21/2,8               ",XM Series 21mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,21mm,,95mm,x,"3.8 x 4.4"" (9.7 x 11.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM21/2,8",XM Series 21mm f/2.8,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,21mm,,95mm,x,"3.8 x 4.8"" / 97 x 122 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM25/2,0               ",XM Series 25mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,25mm,,95mm,x,"3.8 x 4.3"" (9.7 x 10.8cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM25/2,0",XM Series 25mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,25mm,,95mm,x,"3.8 x 4.25"" / 97 x 108 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM28/2,0               ",XM Series 28mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,28mm,,95mm,x,"3.8 x 4.2"" (9.7 x 10.6cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM28/2,0",XM Series 28mm f/2,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,28mm,,95mm,x,"3.82 x 4.8"" / 97 x 122 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM35/1,4               ",XM Series 35mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,95mm,x,"3.8 x 5.2"" (9.7 x 13.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM35/1,4",XM Series 35mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,35mm,,95mm,x,"3.82 x 5.2"" / 97 x 132 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM50/1,4               ",XM Series 50mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,95mm,x,"3.8 x 5.2"" (9.7 x 13.2cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM50/1,4",XM Series 50mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,50mm,,95mm,x,"3.82 x 5.2"" / 97 x 132 mm",,,,,,,,,,,,,,
10/19/15,Lockcircle,,"PCXM85/1,4               ",XM Series 85mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,95mm,x,"3.8 x 4.9"" (9.7 x 12.5cm)",,,,,,,,,,,,,,
2/15/16,Lockcircle,,"PCXM85/1,4",XM Series 85mm f/1.4,Digital Cine Lenses,Canon,Canon EF,,Prime Lenses,85mm,,95mm,x,"3.82 x 3.5"" / 97 x 88 mm",,,,,,,,,,,,,,
3/5/14,Lomography,,Diana Baby,Diana Baby 110 12mm f/8,Special Effects Lenses,None,None,,Prime Lenses,12mm,,None,x,,,,,,,,,,,,,,,
7/25/14,Lomography,,Diana+,Diana+ 75mm,Special Effects Lenses,None,None,,Prime Lenses,75mm,,None,x,,,,,,,,,,,,,,,
8/9/16,Lomography,Minitar-1,LC-A,LC-A Minitar-1 32mm f/2.8 Art,Special Effects Lenses,Leica,Leica M,,Prime Lenses,32mm,,22.5mm (P - 0.5),x,Not specified by manufacturer,,,,,,,,,,,,,,
8/9/16,Lomography,Minitar-1,LC-A,LC-A Minitar-1 32mm f/2.8 Art,Special Effects Lenses,Leica,Leica M,,Prime Lenses,32mm,,22.5mm (P - 0.5),x,Not specified by manufacturer,,,,,,,,,,,,,,
8/9/16,Lomography,Petzval,,Petzval 58mm f/1.9 Bokeh Control Art,Special Effects Lenses,Canon,Canon EF,,Prime Lenses,58mm,,52mm,x,Not specified by manufacturer,,,,,,,,,,,,,,
8/9/16,Lomography,Petzval,,Petzval 58mm f/1.9 Bokeh Control Art,Special Effects Lenses,Nikon,Nikon F,,Prime Lenses,58mm,,52mm,x,Not specified by manufacturer,,,,,,,,,,,,,,
3/18/15,Lomography,Petzval,Z230,Petzval 85mm f/2.2,Special Effects Lenses,Canon,Canon EF,,Prime Lenses,85mm,,58mm,x,Not Specified By Manufacturer,,,,,,,,,,,,,,
3/18/15,Lomography,Petzval,Z230,Petzval 85mm f/2.2,Special Effects Lenses,Nikon,Nikon F,,Prime Lenses,85mm,,58mm,x,Not Specified By Manufacturer,,,,,,,,,,,,,,
4/12/16,Lomography,Russar+,,Russar+ 20mm f/5.6 Art,Rangefinder Lenses,None,M39 screw mount-  M39 to M bayonet mount adapter included,,Prime Lenses,20mm,,49mm,x,"1.4 x 2.2"" / 35 x 55 mm",,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Nocturnus 50mm f/0.95 II,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,50mm,,67mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,SLR Lenses,Canon,Canon EF,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,Rangefinder Lenses,Leica,Leica M Mount,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,SLR Lenses,Universal,M42 Mount,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,Micro Four Thirds,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,SLR Lenses,Nikon,Nikon F,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,Nikon FX/35mm Film,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,SLR Lenses,Pentax,Pentax K,,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 58mm f/1.9,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,58mm,,37mm,,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,SLR Lenses,Canon,Canon EF,,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,Rangefinder Lenses,Leica,Leica M Mount,,Prime Lenses,75mm,,52mm,None,Not Specified by Manufacturer,,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,SLR Lenses,Universal,M42 Mount,,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",Micro Four Thirds,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,SLR Lenses,Nikon,Nikon F,,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",Nikon FX/35mm Film,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,SLR Lenses,Pentax,Pentax K,,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Primoplan 75mm f/1.9,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,75mm,,52mm,None,"Approx. 2.28 x 2.17"" (58 x 55 mm)",35mm Film / Full-Frame Digital Sensor APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,SLR Lenses,Canon,Canon EF,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Rangefinder Lenses,Leica,Leica M Mount,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Rangefinder Lenses,Leica,Leica M Mount,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,Micro Four Thirds,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,SLR Lenses,Nikon,Nikon F,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,Nikon FX/35mm Film,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,SLR Lenses,Universal,M42 Mount,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,Micro Four Thirds,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,SLR Lenses,Nikon,Nikon F,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,Nikon FX/35mm Film,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,SLR Lenses,Pentax,Pentax K,,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 100mm f/2.8,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,100mm,,52mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,SLR Lenses,Canon,Canon EF,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,35mm Film / Full-Frame  ,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,Mirrorless System Lenses,Fujifilm,X-Mount,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,APS-C,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,Rangefinder Lenses,Leica,Leica M Mount,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,SLR Lenses,Universal,M42 Mount,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,Mirrorless System Lenses,"Panasonic, Olympus",Micro Four Thirds,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,Micro Four Thirds,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,SLR Lenses,Nikon,Nikon F,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,Nikon FX/35mm Film,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,SLR Lenses,Pentax,Pentax K,,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
11/14/16,Meyer-Optik Gorlitz,,,Trioplan 50mm f/2.9,Mirrorless System Lenses,Sony,Sony E (Full-Frame),,Prime Lenses,50mm,,35.5mm,None,Not specified by manufacturer,35mm Film / Full-Frame Digital Sensor,,,,,,,,,,,,,
8/16/99,Minolta,Maxxum,,Maxxum 135mm f/2.8 T4.5 STF,SLR Lenses,Minolta,Minolta Maxxum,,Prime Lenses,135mm,,72mm,ALC-SH0014,,,,,,,,,,,,,,,
9/21/00,Minolta,Maxxum AF,,Maxxum AF 100-300mm f/4.5-5.6 D APO,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,100-300mm,,55mm,Included,,,,,,,,,,,,,,,
1/1/97,Minolta,Maxxum AF,,Maxxum AF 100-400mm f/4.5-6.7 APO,SLR Lenses,Minolta,,,Zoom Lenses,100-400mm,,72mm,x,,,,,,,,,,,,,,,
1/1/97,Minolta,Maxxum AF,,Maxxum AF 17-35mm f/3.5,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,17-35mm,,77mm,x,,,,,,,,,,,,,,,
1/1/97,Minolta,Maxxum AF,,Maxxum AF 200mm f/2.8 APO G,SLR Lenses,Minolta,Minolta Maxxum,,Prime Lenses,200mm,,72mm,x,,,,,,,,,,,,,,,
9/10/99,Minolta,Maxxum AF,,Maxxum AF 200mm f/4 Macro APO G,SLR Lenses,Minolta,Minolta Maxxum,,Prime Lenses,200mm,Macro,72mm,x,,,,,,,,,,,,,,,
1/1/97,Minolta,Maxxum AF,,Maxxum AF 20-35mm f/3.5-4.5,SLR Lenses,Minolta,Minolta Maxxum,,Zoom Lenses,20-35mm,,72mm,x,,,,,,,,,,,,,,,
