Brand," DNLA"," SKU_NO"," SEQNUM"," SPEC_NAME"," SPEC_VALUE"," SPEC_VALUE_RAW"," "
185328,N,10567,1,"Power Source","• Nikon EN-EL15 rechargeable Li-ion battery or
• Eight AA batteries: Select LR6 Alkaline, HR6 NiMH or FR6 Lithium 
• Nikon EP-5B power supply connector
","• Nikon EN-EL15 rechargeable Li-ion battery or
• Eight AA batteries: Select LR6 Alkaline, HR6 NiMH or FR6 Lithium 
• Nikon EP-5B power supply connector
"
185328,N,10567,2,"Operating Temperature","32°F to 104°F (0°C to 40°C)","32°F to 104°F (0°C to 40°C)"
185328,N,10567,3,"Dimensions (H × W × D)","5.9 x 2.0 x 3.2"" (151 x 53 x 80 mm) ","5.9 x 2.0 x 3.2"" (151 x 53 x 80 mm) "
185328,N,10567,4,Weight,"8.1 oz. (231 g) with EN-EL15 battery holder (excluding battery)","8.1 oz. (231 g) with EN-EL15 battery holder (excluding battery)"
185328,N,10504,1,,,
185328,N,10504,1,"Lens Compatibility	","Nikon F (Select G- and E-Type with AF and AE; D-Type with AE only)","Nikon F (Select G- and E-Type with AF and AE; D-Type with AE only)"
185328,N,10504,2,"Camera Compatibility	","Select Sony E (Full-Frame & APS-C, depending on firmware version)
","Select Sony E (Full-Frame & APS-C, depending on firmware version)
"
185328,N,10504,3,"Tripod Mount	","1/4""-20
","1/4""-20
"
185328,N,10504,4,Dimensions,"3.2 x 2.9"" x 1.9"" (8.0 x 7.3 x 4.8 cm)
","3.2 x 2.9"" x 1.9"" (8.0 x 7.3 x 4.8 cm)
"
185328,N,10504,5,Weight,"7.5 oz (213.0 g)","7.5 oz (213.0 g)"
185328,N,10458,1,,,
185328,N,10458,1,Construction,"Optical glass
","Optical glass
"
185328,N,10458,2,Thickness,"0.02"" (0.5 mm)
","0.02"" (0.5 mm)
"
185328,N,10458,3,"Adhesive Type	",Static,Static
185329,N,10437,1,,,
185329,N,10437,1,"Number of Channels",16,16
185329,N,10437,2,"Frequency Range","584.400 to 602.450 MHz","584.400 to 602.450 MHz"
185329,N,10437,3,Sensitivity,"-102 dBm","-102 dBm"
185329,N,10437,4,"Dynamic Range",">95 dB",">95 dB"
185329,N,10437,5,"Signal-to-Noise Ratio",">105 dB (A)",">105 dB (A)"
185329,N,10437,6,"Image Rejection","56 dB","56 dB"
185329,N,10437,7,Input,"1/8"" (3.5 mm) 1 k?","1/8"" (3.5 mm) 1 k?"
